postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1012 BV Amsterdam;Barndesteeg 27;5.237.228;4.899.272;580000;95;320;3;1899;0;appartement;20;5
1017 XT Amsterdam;Weteringschans 112 -II;5.235.924;4.895.902;399000;73;290;1;1906;0;appartement;18;3
1013 Amsterdam;Houthavenweg;5.238.232;4.894.955;1165864;211;600;1;2017;0;appartement;7;7
1106 WG Amsterdam;Anne Kooistrahof 21;5.229.946;4.990.547;232500;90;234;1;1986;0;woonhuis;1;3
1052 CX Amsterdam;Nassaukade 103 -IV;5.237.529;4.875.377;425000;72;235;1;1885;0;appartement;21;3
1025 HA Amsterdam;Het Hoogt 38;5.239.548;4.934.373;325000;153;490;2;1968;0;appartement;29;5
1017 GN Amsterdam;Kerkstraat 78 E;5.236.473;4.886.321;550000;100;287;1;1906;0;appartement;25;2
1018 CD Amsterdam;Kazernestraat 18 BG;5.236.404;4.921.615;599000;111;265;2;1900;1;appartement;31;3
1094 JS Amsterdam;Balistraat 90 -IV;5.236.308;4.936.656;200000;35;110;1;1914;0;appartement;24;2
1094 JP Amsterdam;Balistraat 56 I;5.236.305;493.469;225000;38;120;1;1912;0;appartement;16;2
1012 NK Amsterdam;Sint Nicolaasstraat 26 2;5.237.498;4.893.067;395000;47;98;1;1906;0;appartement;1;3
1063 CE Amsterdam;Fritz Conijnstraat 36 -II;523.843;4.835.943;185000;57;200;1;1955;0;appartement;31;3
1056 XH Amsterdam;Jan Haringstraat 10 3;5.237.611;4.861.395;649000;116;335;2;1938;0;appartement;27;4
1053 XE Amsterdam;Da Costakade 174 -3A;5.236.738;4.873.183;249000;35;115;1;1906;0;appartement;20;2
1012 BJ Amsterdam;Waterpoortsteeg 3;5.237.511;4.901.143;219000;32;90;1;1925;0;appartement;10;2
1064 MG Amsterdam;Noordzijde 311;523.735;481.868;135000;36;119;1;1986;0;appartement;18;2
1102 XL Amsterdam;Dostojevskisingel 149;5.232.408;4.948.027;150000;72;230;1;1983;0;appartement;34;3
1102 AW Amsterdam;Martin Ennalsstraat 21;523.177;4.953.373;275000;122;350;2;2003;1;woonhuis;22;5
1081 JK Amsterdam;Amstelveenseweg 718 C;5.233.328;4.856.882;1395000;255;738;1;2001;0;appartement;33;5
1079 SV Amsterdam;Boterdiepstraat 57 huis;5.234.152;4.910.198;275000;58;216;1;1934;1;appartement;24;2
1058 XA Amsterdam;Bonaireplein 21 HS;523.612;4.854.769;498000;100;325;2;1930;0;appartement;24;4
1098 XB Amsterdam;Carolina MacGillavrylaan 406;5.235.732;4.944.994;375000;91;282;1;2009;0;appartement;26;3
1087 GD Amsterdam;Zwanebloemlaan 190;5.235.408;4.994.656;435000;143;397;3;2003;1;appartement;14;4
1058 EM Amsterdam;Nachtwachtlaan 343;5.236.295;484.399;315000;98;250;1;1970;0;appartement;18;4
1069 KW Amsterdam;Baden Powellweg 14 D;5.235.132;4.794.332;225000;97;310;1;2006;0;appartement;21;5
1021 GL Amsterdam;Leeuwerikstraat 10 A;5.238.426;4.915.558;250000;57;160;1;1987;1;appartement;30;2
1075 EL Amsterdam;Koninginneweg 220 II;5.235.182;4.857.162;675000;93;319;1;1916;0;appartement;23;4
1061 VX Amsterdam;Derkinderenstraat 158;5.236.775;4.840.659;325000;86;230;5;2008;0;appartement;17;3
1071 TV Amsterdam;Pieter Baststraat 29 III+IV;5.235.267;4.885.187;875000;157;488;3;1905;1;appartement;56;5
1061 TC Amsterdam;Willem Nakkenstraat 16;5.236.515;4.839.258;440000;117;370;1;2009;0;woonhuis;1;5
1011 CP Amsterdam;Nieuwe Ridderstraat 10 *;5.237.347;4.901.947;885000;141;381;3;1906;0;appartement;12;4
1015 KD Amsterdam;Lindengracht 83 B;5.238.015;4.885.136;580000;72;190;1;2017;0;appartement;2;3
1069 RR Amsterdam;Jan van Zutphenstraat 63;5.235.068;4.802.107;495000;161;489;1;2008;0;appartement;25;4
1054 JG Amsterdam;Overtoom 352 II;5.236.055;4.865.866;850000;194;667;3;1903;0;appartement;30;8
1051 EC Amsterdam;Van Boetzelaerstraat 96 I;5.238.218;4.871.085;185000;33;114;1;1912;0;appartement;19;2
1017 SX Amsterdam;Tweede Weteringdwarsstraat 44;5.236.133;4.889.552;320000;45;112;1;1900;0;appartement;19;2
1078 NB Amsterdam;Merwedeplein 31 II;5.234.538;490.106;599000;112;371;5;1930;1;appartement;23;5
1017 AX Amsterdam;Singel 518 A;5.236.673;4.891.177;650000;103;297;1;1906;0;appartement;24;3
1075 ET Amsterdam;Valeriusstraat 149 /hs;523.531;4.865.279;895000;140;500;4;1906;1;appartement;29;6
1012 NE Amsterdam;Dirk van Hasseltssteeg 40;5.237.582;4.893.854;1195000;107;300;3;1730;0;woonhuis;44;4
1055 DS Amsterdam;Bos en Lommerweg 179 III;5.238.081;4.855.097;289900;52;140;1;1906;0;appartement;16;3
1082 HM Amsterdam;Van Nijenrodeweg 470;5.232.757;4.874.935;45000;0;0;1;0;0;parkeergelegenheid;5;1
1012 JD Amsterdam;Warmoesstraat 10 2;5.237.617;4.899.239;699000;177;511;1;1906;0;appartement;19;4
1094 TV Amsterdam;Ambonstraat 80;5.235.896;4.938.019;340000;81;250;1;1981;1;appartement;29;3
1054 AB Amsterdam;Nassaukade 369 HS;5.236.565;4.878.176;850000;156;522;3;1891;0;appartement;30;5
1087 JT Amsterdam;Zwanebloemlaan 252;52.353;499.673;540000;141;475;3;2007;1;woonhuis;44;6
1071 LE Amsterdam;Palestrinastraat 6 -H;523.565;4.876.864;2250000;265;1001;5;1906;1;appartement;40;7
1056 WJ Amsterdam;Reinier Claeszenstraat 4 II;5.237.145;4.862.556;349000;73;187;2;1931;0;appartement;30;5
1017 XR Amsterdam;Weteringschans 84 sou/bel;5.235.933;4.894.137;1250000;160;610;2;1906;1;appartement;49;4
1013 KX Amsterdam;Bickerswerf 2;5.238.553;4.890.162;249500;0;0;1;0;0;onbekend;1;1
1027 AM Amsterdam;Torenven 8;5.240.755;496.551;449000;106;360;3;1964;1;woonhuis;27;5
1051 XZ Amsterdam;Van Beuningenstraat;5.238.173;487.184;37500;0;0;1;0;0;parkeergelegenheid;1;1
1056 VT Amsterdam;Lumeijstraat 31 /2;5.237.341;4.860.928;340000;77;247;5;1922;0;appartement;26;3
1037 RS Amsterdam;Zijkanaal H-weg 61;5.242.082;4.860.229;585000;0;0;1;0;0;onbekend;1;1
1056 VH Amsterdam;Pieter van der Doesstraat 44 I;5.237.274;4.858.366;250000;59;192;1;1931;0;appartement;25;3
1102 XZ Amsterdam;Chestertonlaan 10;5.232.576;4.945.662;119000;40;125;1;1983;0;appartement;1;2
1015 JT Amsterdam;Goudsbloemstraat 148 A;5.238.042;4.881.639;419000;72;202;1;1981;1;appartement;19;3
1025 SG Amsterdam;Loenermark 53;5.239.763;4.929.315;194500;76;210;1;1972;0;appartement;25;3
1012 JS Amsterdam;Dam 3 /X;5.237.318;4.893.983;7500000;371;1400;1;2017;0;appartement;20;5
1016 BG Amsterdam;Herengracht 229 -231;5.237.267;4.887.674;2250000;320;960;5;1906;1;woonhuis;27;11
1062 KZ Amsterdam;Carnapstraat 221;5.235.382;4.839.069;449000;120;302;1;2000;0;appartement;1;4
1072 SW Amsterdam;Van Ostadestraat 147 I;5.235.263;4.894.503;223000;33;92;3;1930;0;appartement;10;1
1051 HA Amsterdam;Van Hallstraat 83 -III;5.238.197;4.871.055;265000;65;163;2;1930;0;appartement;19;3
1064 EK Amsterdam;Burgemeester Hogguerstraat 1177;5.237.312;4.828.109;150000;45;120;1;1960;0;appartement;17;2
1053 DC Amsterdam;Kinkerstraat 23 III v;5.236.797;4.875.235;165000;30;72;1;1890;0;appartement;14;1
1060 MB Amsterdam;Cycladenlaan 5;52.348;479.272;500000;160;615;4;2003;1;woonhuis;34;6
1071 CW Amsterdam;Van de Veldestraat 7 bv;5.235.889;4.880.309;1325000;193;608;2;1902;1;appartement;23;7
1061 BV Amsterdam;Blauwvoetstraat 14 I;5.237.663;4.839.478;192500;51;140;1;1952;0;appartement;19;3
1087 MN Amsterdam;Jan Vrijmanstraat 303;5.234.663;5.008.998;699000;166;675;4;2009;1;woonhuis;51;6
1068 PM Amsterdam;Oeverpad 568;523.637;480.845;339000;117;356;1;2005;0;appartement;27;3
1054 JC Amsterdam;Overtoom 296 *;5.236.104;4.868.077;1375000;225;800;3;1906;1;woonhuis;52;9
1011 LE Amsterdam;Oudeschans 100;5.237.079;4.902.353;1275000;159;630;2;1905;1;appartement;31;4
1056 XS Amsterdam;De Rijpgracht 51 I;523.769;486.003;275000;52;140;1;1931;0;appartement;28;3
1077 PS Amsterdam;Raphaëlstraat 14 I;5.234.931;4.869.621;700000;111;376;1;1906;0;appartement;22;3
1087 KA Amsterdam;Lisdoddelaan 58;5.235.301;4.992.772;1175000;249;918;3;2004;1;woonhuis;32;6
1071 TX Amsterdam;Pieter Baststraat 26 III&IV;5.235.276;4.884.831;750000;122;391;2;1905;1;appartement;38;5
1083 GR Amsterdam;Arent Janszoon Ernststraat 87;523.318;4.888.694;385000;111;333;1;1960;0;appartement;16;3
1055 RZ Amsterdam;Nieuwpoortstraat 94 B 17;5.238.428;4.856.735;264140;56;198;1;2017;0;appartement;20;2
1072 GZ Amsterdam;Rustenburgerstraat 427;5.235.106;4.889.033;510000;85;378;2;1906;0;appartement;30;2
1015 DS Amsterdam;Prinsengracht 187 B;523.777;4.886.269;895000;122;325;1;1750;0;appartement;21;3
1071 LX Amsterdam;Wouwermanstraat 14 II;5.235.515;4.879.508;1185000;204;794;3;1911;0;appartement;31;8
1083 KD Amsterdam;Beysterveld;5.232.795;488.763;45000;0;0;1;0;0;parkeergelegenheid;2;1
1068 MS Amsterdam;Professor J.H. Gunningstraat 55;5.235.348;4.803.961;250000;70;228;1;2007;0;appartement;20;3
1064 EE Amsterdam;Burgemeester Hogguerstraat 969;5.237.345;4.828.092;189000;0;0;1;0;0;onbekend;1;1
1035 PJ Amsterdam;Zuideinde 509;5.241.657;4.896.719;475000;71;285;1;1961;1;woonhuis;27;4
1058 AM Amsterdam;Stuyvesantstraat 52 III;5.236.396;4.857.191;265000;50;167;1;1906;0;appartement;17;3
1079 LX Amsterdam;Hoendiepstraat 48 II;5.234.189;4.910.575;395000;69;181;2;1934;0;appartement;27;3
1098 LB Amsterdam;Wethouder Frankeweg 36 2;5.235.176;493.695;0;68;235;1;1906;0;appartement;1;2
1012 JS Amsterdam;Dam 5 /g;5.237.309;489.409;1275000;128;360;1;2017;0;appartement;20;3
1086 Amsterdam;Smalschipstraat;5.236.358;4.982.313;615000;165;612;1;2017;1;woonhuis;8;5
1057 ET Amsterdam;Admiralengracht 119 -H;5.236.911;4.856.645;475000;106;263;2;2004;0;appartement;24;4
1015 JN Amsterdam;Goudsbloemstraat 191 E;5.238.021;488.135;310000;47;122;1;1905;0;appartement;21;2
1106 XK Amsterdam;Ommerenhof 44;5.229.521;4.966.137;215000;125;325;1;1976;0;appartement;21;5
1019 NA Amsterdam;Venetiëhof 47;5.237.737;4.947.217;589000;132;425;9;1994;0;appartement;25;5
1071 PD Amsterdam;De Lairessestraat 56 III;5.235.459;4.874.934;1050000;155;568;2;1913;0;appartement;35;5
1057 WS Amsterdam;Marco Polostraat 64 II;5.236.684;4.856.633;499000;103;329;4;1906;1;appartement;29;4
1087 KP Amsterdam;Julius Pergerstraat 240;5.235.225;500.305;295000;83;215;1;2007;0;appartement;24;3
1018 AW Amsterdam;Geschutswerf 41;5.236.691;4.920.411;800000;150;456;1;1906;0;appartement;25;3
1054 EL Amsterdam;Eerste Helmersstraat 188 -IV;5.236.082;4.864.202;225000;35;105;1;1906;1;appartement;26;2
1058 EP Amsterdam;Nachtwachtlaan 415;5.236.309;4.843.973;325000;98;250;1;1970;0;appartement;21;4
1021 NN Amsterdam;Buitendraaierij 38;523.818;4.916.312;255000;0;0;1;0;0;onbekend;1;1
1056 CN Amsterdam;Hoofdweg 333 I;5.237.067;4.849.666;250000;55;186;1;1927;0;appartement;23;2
1069 PB Amsterdam;Willy La Croixstraat 59;5.235.208;4.781.713;225000;90;309;2;1988;0;appartement;26;3
1013 KS Amsterdam;Grote Bickersstraat 46 PP40;5.238.597;4.889.485;65000;0;0;1;0;0;parkeergelegenheid;2;1
1107 JS Amsterdam;Schaarsbergenstraat 35;5.229.363;4.980.866;97500;36;94;1;1981;0;appartement;6;1
1079 BN Amsterdam;Uiterwaardenstraat 9 -II;5.234.213;4.911.394;369000;55;184;1;1934;0;appartement;23;3
1062 JT Amsterdam;Postjesweg 407;5.236.374;4.837.176;195000;83;267;1;1961;0;appartement;24;3
1104 HP Amsterdam;Komijnstraat 34;5.231.604;4.985.767;270000;98;340;2;2009;1;woonhuis;23;3
1025 MN Amsterdam;Willem Noorlanderkade 3;5.240.716;4.930.506;550000;165;495;4;1998;0;woonhuis;30;5
1024 MG Amsterdam;Zuiderzeepark 36;5.238.848;4.959.478;240000;72;227;1;1994;0;appartement;20;3
1053 SV Amsterdam;Jan Hanzenstraat 108 /III;5.236.775;4.864.326;185000;30;93;3;1906;0;appartement;22;1
1066 XT Amsterdam;Ottho Heldringstraat 35 E;5.234.845;4.833.439;325000;92;290;1;2010;0;appartement;17;3
1015 CD Amsterdam;Keizersgracht 35 I;5.237.872;4.889.501;815000;92;296;1;1906;0;appartement;23;3
1069 TR Amsterdam;Langswater 32;5.235.368;4.790.733;159000;71;230;1;1960;0;appartement;28;4
1025 NP Amsterdam;Noord-Bevelandstraat 21;5.239.289;4.929.231;225000;57;260;2;1931;1;woonhuis;29;3
1013 SB Amsterdam;Zaanstraat 278;523.908;4.871.941;425000;88;218;2;1918;0;appartement;20;3
1087 JE Amsterdam;Sem Presserhof 123;5.235.363;5.000.296;470000;133;412;3;2006;0;woonhuis;18;5
1095 AV Amsterdam;Molukkenstraat 57 IV;5.236.427;4.939.755;200000;45;138;1;1916;0;appartement;18;2
1018 WA Amsterdam;Jacob Burggraafstraat 36;5.237.234;492.204;330000;75;230;1;1990;0;appartement;18;4
1059 XN Amsterdam;Katwijkstraat 2 -II;523.511;484.744;300000;58;194;2;1933;0;appartement;26;3
1053 NH Amsterdam;Jacob van Lennepkade 320 III;5.236.308;4.862.663;259000;44;142;1;1903;0;appartement;18;2
1052 TW Amsterdam;Gillis van Ledenberchstraat 9 -3;5.237.777;4.873.078;225000;46;151;1;1915;0;appartement;20;2
1051 TV Amsterdam;Joan Melchior Kemperstraat 80 III;5.238.499;487.295;350000;65;161;2;1905;0;appartement;25;3
1060 RE Amsterdam;Ladogameerhof 148;5.235.043;4.782.235;245000;90;230;6;1999;0;appartement;20;4
1033 BS Amsterdam;Kometensingel 575;5.240.986;4.888.681;300000;91;311;3;1938;1;woonhuis;25;4
1017 JN Amsterdam;Prinsengracht 854 C;5.236.221;4.900.976;649000;79;210;1;1810;0;appartement;21;3
1013 SG Amsterdam;Zaanstraat 361;5.239.223;4.870.949;250000;44;126;1;1919;1;appartement;14;2
1053 LL Amsterdam;Nassaukade 161 G;5.237.106;4.874.076;250000;38;130;4;1900;0;appartement;21;2
1035 XE Amsterdam;Stentorstraat 95 1;524.195;4.898.877;195000;63;167;1;1956;0;appartement;20;3
1067 AH Amsterdam;Cornelis Roobolstraat 37;5.238.313;4.804.411;250000;75;218;2;1945;1;woonhuis;18;4
1013 TN Amsterdam;Knollendamstraat 6 D;523.906;487.768;149000;24;77;1;1884;0;appartement;15;1
1055 AK Amsterdam;Elckerlijcstraat 23;5.237.621;4.848.027;369000;83;250;1;2008;0;appartement;16;3
1012 JD Amsterdam;Warmoesstraat 16 P;5.237.603;4.898.989;550000;94;322;2;1906;0;appartement;21;3
1066 XT Amsterdam;Ottho Heldringstraat 33 C;5.234.844;4.833.442;395000;135;467;2;2009;1;appartement;30;5
1094 LW Amsterdam;Sumatrastraat 145 D;523.589;493.746;324011;67;222;1;1982;0;appartement;28;3
1097 WH Amsterdam;Ploegstraat 54;5.234.174;4.947.235;295000;68;261;2;1925;1;appartement;23;3
1033 LD Amsterdam;Mandarijnenstraat 14 I;5.240.969;4.895.593;150000;43;130;1;1952;0;appartement;16;2
1105 AE Amsterdam;Holendrechterweg 66 A;5.227.858;4.960.943;349000;0;0;1;0;0;onbekend;1;1
1057 GG Amsterdam;Admiralengracht 140 3;5.236.949;4.857.536;258800;51;170;1;1930;0;appartement;36;3
1066 KA Amsterdam;Dilsenstraat 3;5.234.949;4.820.308;379500;104;257;2;1992;1;woonhuis;38;5
1034 ET Amsterdam;Statenjachtstraat 412;5.240.593;4.917.677;160000;58;195;1;1967;0;appartement;32;2
1083 CR Amsterdam;Van Heenvlietlaan 390 III;523.252;488.234;349000;106;333;1;1960;0;appartement;22;3
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 49);5.240.604;4.931.375;368812;120;300;2;2016;1;woonhuis;2;5
1056 HD Amsterdam;Bestevâerstraat 3 II;5.237.255;4.860.095;400000;80;275;1;1920;0;appartement;15;3
1061 BJ Amsterdam;Leeuwendalersweg 640;5.237.698;4.837.767;339000;95;260;1;2008;0;appartement;22;4
1077 VS Amsterdam;Stadionkade 70 III;5.234.468;4.868.283;675000;132;360;2;1931;0;appartement;36;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 B8;5.238.431;4.858.225;415000;83;294;1;2017;1;appartement;20;2
1083 GC Amsterdam;Weerdestein 49;5.233.091;4.888.572;420000;111;290;1;1968;0;appartement;19;5
1054 DV Amsterdam;Eerste Helmersstraat 197 IV hg;5.236.153;486.801;375000;71;220;5;1910;0;appartement;10;2
1015 AG Amsterdam;Singel 136 D;5.237.577;4.890.148;850000;107;325;1;1800;0;appartement;22;3
1017 TP Amsterdam;Eerste Weteringdwarsstraat 54 C;5.236.166;489.018;525000;74;221;1;2004;0;appartement;26;3
1057 HB Amsterdam;Van Speijkstraat 22 -3;5.236.718;4.860.852;290000;71;218;1;1923;0;appartement;14;3
1056 XP Amsterdam;De Rijpgracht 11 1;5.237.722;4.862.128;285000;0;0;1;0;0;onbekend;1;1
1094 NH Amsterdam;Sumatrastraat 72 -G;5.236.234;4.935.871;195000;30;75;1;1906;0;appartement;6;2
1097 BN Amsterdam;Middenweg 30 -2;5.235.445;4.929.202;875000;163;525;2;1898;0;appartement;32;4
1056 BK Amsterdam;Jan van Galenstraat 115 F;5.237.458;4.859.081;300000;64;170;1;1920;0;appartement;15;3
1060 PJ Amsterdam;Ladogameerhof 102;5.235.085;4.781.099;225000;72;185;1;1999;0;appartement;1;3
1072 NC Amsterdam;Eerste Jan Steenstraat 57;5.235.392;4.889.157;275000;53;180;1;1965;0;appartement;33;3
1015 BR Amsterdam;Herengracht 78;5.237.708;488.961;1950000;0;0;1;0;0;onbekend;1;1
1057 EH Amsterdam;Postjesweg 114 HS;5.236.444;4.851.858;349000;75;188;1;1931;1;appartement;18;3
1087 AZ Amsterdam;Johan van der Keukenstraat;5.235.978;4.990.364;0;0;0;1;0;0;parkeergelegenheid;1;1
1081 CB Amsterdam;Nieuwerhoek 48;5.232.655;4.860.483;549000;117;412;2;1963;1;woonhuis;19;6
1066 ET Amsterdam;Akerpolderstraat 31;5.234.194;4.796.793;85000;18;47;1;1921;0;appartement;18;1
1103 JX Amsterdam;Bijlmerdreef 1280;5.232.256;4.972.067;159500;64;185;1;2001;0;appartement;18;2
1013 AW Amsterdam;Silodam 307 P;523.922;4.890.535;39000;0;0;1;0;0;parkeergelegenheid;2;1
1106 DH Amsterdam;Veldhuizenstraat 16;5.230.042;4.985.378;199000;0;0;1;0;0;onbekend;1;1
1034 ST Amsterdam;Voordek 26;5.241.143;4.916.175;0;92;232;1;1980;0;appartement;9;4
1017 JZ Amsterdam;Prinsengracht 765;5.236.346;4.887.354;2600000;173;519;1;1960;0;appartement;13;3
1075 TB Amsterdam;Sluisstraat 29 III;5.235.211;4.854.529;400000;77;241;4;1910;0;appartement;43;3
1013 Amsterdam;Narva Eiland West (Bouwnr. 73);5.238.232;4.894.955;679718;168;420;2;2017;0;woonhuis;10;5
1016 DV Amsterdam;Keizersgracht 225 A;5.237.267;4.885.313;899000;96;415;2;1746;0;appartement;34;3
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 21);5.240.604;4.931.375;452396;160;400;2;2016;1;woonhuis;5;6
1069 NR Amsterdam;Romerostraat 58;523.535;477.718;299000;95;318;2;1989;1;woonhuis;27;3
1063 CD Amsterdam;Fritz Conijnstraat 22 II;5.238.404;4.836.562;175000;58;195;1;1955;0;appartement;31;3
1077 MB Amsterdam;Albrecht Dürerstraat 44 I;523.478;487.582;670000;111;376;1;1931;0;appartement;19;5
1013 HZ Amsterdam;Binnen Oranjestraat 23 III+IV;5.238.182;4.886.663;500000;85;250;2;1995;0;appartement;14;4
1018 AR Amsterdam;Waaigat 7;523.698;492.068;335000;73;225;1;1988;0;appartement;25;3
1067 JS Amsterdam;Lambertus Zijlplein 14;52.378;480.216;225000;90;270;20;2001;0;appartement;10;3
1035 AV Amsterdam;Torenmolen 4;5.241.937;4.888.017;10000;0;0;1;0;0;parkeergelegenheid;1;1
1051 TT Amsterdam;Joan Melchior Kemperstraat 54 G;5.238.501;4.874.251;350000;68;184;1;1905;0;appartement;21;3
1015 ND Amsterdam;Anjeliersstraat 29 B (*);5.237.806;4.885.044;550000;85;253;1;1994;1;appartement;20;3
1034 XE Amsterdam;Buiksloterbreek 109;5.240.305;4.904.829;425000;117;385;3;1993;1;woonhuis;36;6
1069 EC Amsterdam;Langswater 371;5.235.546;4.789.934;150000;72;230;1;1965;0;appartement;19;4
1087 BV Amsterdam;Oeverzeggestraat 20;5.235.701;4.988.069;549000;132;480;2;2005;1;woonhuis;33;5
1086 ZM Amsterdam;James Bradleystraat 10;5.236.081;4.978.915;599000;179;708;3;2009;1;woonhuis;43;4
1056 PV Amsterdam;Orteliusstraat 362 I;5.237.474;4.846.932;300000;54;175;1;1931;0;appartement;26;3
1011 AN Amsterdam;Prins Hendrikkade 126 hs;5.237.402;4.905.087;650000;112;478;1;1906;1;appartement;25;3
1094 GR Amsterdam;Madurastraat 70 1;5.236.422;4.934.501;235000;50;182;4;1906;0;appartement;15;2
1012 AE Amsterdam;Prins Hendrikkade 78 H;5.237.667;4.901.231;300000;52;165;2;1979;0;appartement;24;2
1078 NT Amsterdam;Rooseveltlaan 168 III;5.234.362;4.897.378;850000;163;560;3;1930;0;appartement;31;6
1017 WJ Amsterdam;Utrechtsedwarsstraat 120 -B;5.236.177;4.900.976;575000;85;229;1;1923;0;appartement;12;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 A7;5.238.428;4.858.282;425000;89;314;1;2017;0;appartement;19;2
1069 RL Amsterdam;Evertsweertplantsoen 70;5.235.526;4.792.532;235000;72;180;8;2008;0;appartement;11;3
1060 PJ Amsterdam;Ladogameerhof 95 3;5.235.085;4.781.099;210000;78;218;1;1998;0;appartement;11;3
1024 LW Amsterdam;Waterlandplein 20 F;5.239.267;4.954.396;450000;112;366;2;2011;1;appartement;21;3
1082 ME Amsterdam;Gustav Mahlerlaan 286;5.233.707;4.870.982;2925000;341;1646;2;2008;1;appartement;53;7
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 122);5.237.195;4.965.528;257897;72;180;1;2011;0;appartement;3;2
1052 KC Amsterdam;Van Oldenbarneveldtstraat 52 D;523.756;487.455;450000;79;225;1;2006;0;appartement;17;3
1072 CB Amsterdam;Saenredamstraat 29 E;523.559;488.821;499000;82;264;2;1906;0;appartement;26;3
1082 HX Amsterdam;Van Nijenrodeweg 621;523.275;487.364;159000;33;88;1;1965;0;appartement;18;2
1066 PW Amsterdam;Kempenlaan;5.234.529;4.806.915;22500;0;0;1;0;0;parkeergelegenheid;4;1
1077 TK Amsterdam;Minervaplein 31 I;5.234.637;4.873.984;690000;112;319;1;1957;0;appartement;23;4
1075 CM Amsterdam;Koninginneweg 151 C;5.235.301;4.862.694;1150000;185;654;2;1906;0;appartement;33;5
1011 PG Amsterdam;Waterlooplein 201 -203;5.236.834;4.902.876;800000;135;400;3;1906;0;appartement;21;6
1087 KA Amsterdam;Lisdoddelaan 106;5.235.183;4.994.879;1285000;254;886;3;2011;1;woonhuis;20;7
1053 CM Amsterdam;Hasebroekstraat 33 huis;52.366;486.586;379000;76;218;1;1910;1;appartement;22;4
1069 TS Amsterdam;Langswater 141;5.235.451;4.790.091;139000;62;200;1;1960;0;appartement;27;3
1035 XS Amsterdam;Adriaan Loosjesstraat 6;5.241.904;4.895.195;275000;108;370;3;1958;1;woonhuis;32;5
1082 MS Amsterdam;Gustav Mahlerplein 283;5.233.625;4.873.197;3800000;381;1088;1;2010;0;appartement;33;5
1091 CE Amsterdam;Ruyschstraat 70 bvn;5.235.767;4.911.377;575000;123;388;2;1906;0;appartement;22;4
1018 XJ Amsterdam;Nieuwe Prinsengracht 26;5.236.317;4.906.045;435000;0;0;1;0;0;onbekend;1;1
1102 JA Amsterdam;Huntum 10 B;5.230.832;4.961.288;23000;0;0;1;0;0;parkeergelegenheid;1;1
1035 CL Amsterdam;Spinnekop 41;524.178;489.091;200000;94;299;1;1961;0;appartement;32;4
1056 PV Amsterdam;Orteliusstraat 362 II-III;5.237.474;4.846.932;550000;102;331;2;1931;0;appartement;35;3
1013 HE Amsterdam;Brouwersgracht 232 G;523.821;4.886.217;425000;67;199;1;1991;0;appartement;21;2
1093 CX Amsterdam;Wagenaarstraat 322;523.633;492.762;265000;58;148;1;1981;0;appartement;19;2
1087 BS Amsterdam;IJburglaan 589;5.235.869;4.989.401;495000;173;540;5;2005;0;appartement;32;4
1094 EC Amsterdam;Bankastraat 49 II;5.236.492;4.934.061;269000;50;163;1;1906;0;appartement;30;2
1104 DK Amsterdam;Kokospalmhof 12;5.231.981;4.981.213;233000;0;0;1;0;0;onbekend;1;1
1060 RG Amsterdam;Ladogameerhof 278;5.234.954;478.375;249000;94;270;2;1998;0;appartement;24;3
1011 TJ Amsterdam;Peperstraat 7 I/II;5.237.197;4.908.358;600000;95;336;2;1930;0;appartement;36;4
1056 XG Amsterdam;Jan Haringstraat 17 A-1;5.237.669;4.860.757;289000;52;182;1;1939;0;appartement;21;4
1053 KV Amsterdam;Bilderdijkstraat 70 3;5.237.016;4.870.136;639000;106;318;2;1906;1;appartement;43;4
1091 MR Amsterdam;Ruyschstraat 313 B;523.585;4.913.617;290000;60;173;1;1906;0;appartement;34;3
1032 AZ Amsterdam;Aurikelstraat 152;5.239.772;4.916.763;275000;92;290;2;1930;0;appartement;29;5
1034 KV Amsterdam;Voordewind 50;5.240.846;4.924.497;375000;106;406;2;1977;1;woonhuis;27;5
1094 HN Amsterdam;Javastraat 106;5.236.362;4.936.756;215000;0;0;1;0;0;onbekend;1;1
1106 AS Amsterdam;Reigersbos 50;5.229.653;497.552;120000;60;180;4;1984;0;appartement;21;2
1017 LJ Amsterdam;Reguliersgracht 1;5.236.453;4.896.179;865000;143;430;4;1906;0;appartement;59;7
1078 AZ Amsterdam;Amstelkade 169 A-1;5.234.803;4.888.612;425000;81;273;1;1936;0;appartement;17;4
1055 ES Amsterdam;Baetostraat 20 hs;5.237.967;4.848.088;350000;74;243;2;1939;1;appartement;30;4
1033 CD Amsterdam;Poolsterstraat 11;5.241.457;4.891.953;232500;70;255;2;1925;1;woonhuis;26;2
1019 BZ Amsterdam;Veemkade 1134;5.237.477;493.385;495000;108;334;2;1995;0;appartement;20;3
1067 TC Amsterdam;Osdorperweg 820;523.762;476.845;589000;157;450;2;1998;1;woonhuis;32;5
1087 GZ Amsterdam;Maria Austriastraat 833;52.356;499.684;275000;84;210;1;2003;0;appartement;14;3
1068 ZZ Amsterdam;Meer en Vaart 118 A;5.236.439;4.804.442;345000;116;370;1;2008;0;appartement;31;4
